house_id,sqft,bedrooms,bathrooms,lot_size_sqft,year_built,garage_spaces,neighborhood_score,distance_to_cbd_mi,listing_agent_id,photo_count,days_since_repaint,lucky_number,price
H00477,687.0,3.0,4.0,1388.9926601574878,1969.0,2.0,2.7,3.2,1042,34,141.0,92,194000.0
H00478,3851.0,6.0,5.0,17211.32969652246,2000.0,1.0,6.4,36.16,1037,10,2202.0,56,520800.0
H00479,1134.0,4.0,5.0,4154.875305078324,1967.0,2.0,3.8,2.07,1031,25,129.0,34,292800.0
H00480,2010.0,6.0,5.0,5621.659294849763,1995.0,1.0,9.4,5.14,1002,16,639.0,92,456100.0
H00481,4664.0,1.0,1.0,8930.608855840333,2015.0,1.0,6.8,7.94,1029,25,1278.0,64,623000.0
H00482,1827.0,1.0,1.0,4546.105425310987,2019.0,2.0,4.9,3.79,1007,23,2243.0,76,307800.0
H00483,4504.0,5.0,4.0,17450.095997594854,1987.0,1.0,5.2,0.5,1030,13,,23,659500.0
H00484,2868.0,3.0,3.0,5668.792067534523,1999.0,2.0,3.1,6.98,1035,27,1711.0,67,356400.0
H00485,1739.0,4.0,3.0,2705.214819385035,2017.0,3.0,4.5,5.07,1027,12,479.0,56,359700.0
H00486,2237.0,3.0,4.0,10233.17726218912,2006.0,2.0,8.3,0.5,1016,36,1414.0,11,477100.0
H00487,3200.0,3.0,2.0,13132.797850894221,1965.0,2.0,10.0,6.85,1003,38,2872.0,26,556100.0
H00488,4349.0,6.0,5.0,8520.650983042431,1951.0,0.0,7.8,2.5,1033,9,329.0,91,646500.0
H00489,3569.0,1.0,1.0,8247.187614306233,1949.0,1.0,6.3,10.6,1035,29,2612.0,57,436800.0
H00490,5172.0,5.0,4.0,25311.078433259576,2014.0,1.0,5.7,0.5,1024,37,1408.0,77,764700.0
H00491,4851.0,6.0,5.0,18875.731192020216,1986.0,2.0,4.8,4.57,1036,7,14.0,18,724300.0
H00492,4291.0,4.0,4.0,15104.249696309784,1964.0,2.0,10.0,2.62,1039,30,2535.0,22,697500.0
H00493,3555.0,3.0,4.0,8421.753209594577,1969.0,1.0,6.2,0.5,1026,37,97.0,94,495700.0
H00494,2020.0,1.0,1.0,4720.084606622225,1963.0,1.0,10.0,17.34,1003,11,1349.0,42,335400.0
H00495,2621.0,5.0,5.0,3538.8473374309574,2007.0,1.0,9.0,5.15,1043,24,711.0,88,487300.0
H00496,1182.0,3.0,3.0,4690.449153376715,1991.0,2.0,3.4,3.68,1023,32,,81,213200.0
H00497,2433.0,1.0,1.0,3318.77222574092,2013.0,2.0,5.3,12.56,1033,15,204.0,34,305200.0
H00498,5139.0,3.0,4.0,6261.6550635822605,1965.0,2.0,5.3,4.87,1045,11,332.0,95,662500.0
H00499,2686.0,6.0,5.0,10669.010462779443,1979.0,3.0,6.4,8.6,1018,17,1939.0,77,496100.0
H00500,1157.0,2.0,2.0,5560.218360681844,1950.0,1.0,6.4,5.09,1031,15,3627.0,13,186100.0
H00501,3794.0,2.0,3.0,15459.455739694182,2021.0,2.0,10.0,4.47,1001,29,144.0,10,639800.0
H00502,5316.0,5.0,5.0,15906.709162764948,1982.0,2.0,4.6,8.84,1044,16,1681.0,13,738400.0
H00503,4850.0,2.0,2.0,14777.813949406891,1986.0,1.0,6.9,0.5,1003,16,2929.0,74,652000.0
H00504,1942.0,6.0,5.0,5548.9123445813375,1974.0,3.0,7.6,4.97,1027,37,1061.0,15,441900.0
H00505,2824.0,6.0,5.0,6872.616120494412,1962.0,0.0,6.5,25.43,1018,24,,28,407300.0
H00506,3201.0,6.0,5.0,10187.227358513723,2019.0,2.0,6.7,1.14,1002,37,,44,606100.0
H00507,1814.0,6.0,5.0,5148.809777765134,1981.0,2.0,4.6,14.07,1023,29,2657.0,14,356300.0
H00508,1916.0,2.0,1.0,6654.340701000873,1996.0,3.0,6.7,2.18,1046,35,1070.0,33,303500.0
H00509,1759.0,2.0,2.0,8114.014242085415,1943.0,2.0,7.4,16.97,1009,10,2740.0,68,329600.0
H00510,5473.0,3.0,2.0,27261.208855850215,1963.0,1.0,7.1,1.37,1015,37,2466.0,97,772400.0
H00511,4255.0,3.0,2.0,6379.200254116886,2007.0,2.0,7.5,3.9,1010,37,1849.0,47,673800.0
H00512,4720.0,6.0,5.0,12563.682765653819,1947.0,2.0,9.0,7.14,1007,4,1610.0,74,699500.0
H00513,4601.0,5.0,4.0,8680.630985547743,1948.0,2.0,8.2,31.73,1012,16,3377.0,53,519700.0
H00514,5299.0,4.0,4.0,13449.168287059332,2008.0,2.0,6.6,2.37,1029,18,3191.0,47,755300.0
H00515,1115.0,6.0,5.0,2556.0231795896684,1965.0,1.0,4.4,11.52,1039,18,3614.0,52,233300.0
H00516,4919.0,4.0,4.0,9165.282971794251,1963.0,2.0,5.4,3.74,1034,31,2465.0,95,672900.0
H00517,926.0,3.0,4.0,3799.8308167788364,1987.0,2.0,6.1,13.06,1038,28,1311.0,6,267300.0
H00518,2929.0,3.0,4.0,9038.59296543796,1956.0,1.0,7.0,8.46,1036,10,400.0,51,448300.0
H00519,3512.0,4.0,4.0,16482.283842038207,1943.0,2.0,5.6,0.69,1019,25,459.0,6,544600.0
H00520,2353.0,1.0,1.0,3115.022072048855,1940.0,3.0,4.8,6.28,1045,39,3471.0,87,330200.0
H00521,1316.0,5.0,5.0,1914.1436480704551,1946.0,2.0,4.4,1.25,1009,19,1325.0,60,289600.0
H00522,1542.0,4.0,3.0,4213.421886538644,1953.0,2.0,3.5,2.74,1035,37,403.0,5,265200.0
H00523,4640.0,5.0,5.0,6983.449713363982,1998.0,1.0,6.1,6.85,1006,27,815.0,62,672100.0
H00524,2161.0,4.0,4.0,4750.682899839329,1965.0,3.0,3.9,1.72,1038,37,76.0,44,409900.0
H00525,2120.0,5.0,4.0,10487.455610225279,1946.0,1.0,4.7,21.73,1005,36,1938.0,5,321600.0
H00526,5124.0,6.0,5.0,10217.494309254416,1941.0,2.0,5.8,4.78,1011,3,2156.0,97,695000.0
H00527,1304.0,4.0,3.0,2546.513032245192,1980.0,2.0,4.1,6.09,1020,32,1381.0,38,203500.0
H00528,5084.0,3.0,2.0,17183.07880859806,2010.0,2.0,7.2,6.39,1035,9,2716.0,3,705900.0
H00529,5112.0,1.0,1.0,15808.315597631545,1968.0,3.0,7.8,4.01,1003,33,,61,675500.0
H00530,3532.0,5.0,4.0,12028.810649737701,1945.0,2.0,5.5,3.56,1013,32,3503.0,38,531600.0
H00531,1411.0,6.0,5.0,,1959.0,2.0,5.7,8.05,1017,12,,66,304300.0
H00532,1363.0,5.0,4.0,5917.732966839888,1981.0,1.0,7.5,15.96,1036,5,274.0,17,299400.0
H00533,1995.0,6.0,5.0,3444.5791604853107,1955.0,2.0,5.2,11.12,1048,18,1000.0,82,326500.0
H00534,3429.0,6.0,5.0,9696.841853843465,2022.0,2.0,5.1,1.65,1031,14,2752.0,42,545000.0
H00535,1352.0,5.0,4.0,5166.120472566342,2004.0,0.0,8.7,17.88,1025,23,1961.0,42,337600.0
H00536,2832.0,4.0,5.0,12742.013275748453,1968.0,2.0,,9.95,1017,6,2749.0,80,483000.0
H00537,1165.0,1.0,2.0,3034.0935013413664,2019.0,2.0,7.6,17.38,1041,4,1223.0,55,246600.0
H00538,3247.0,1.0,2.0,10901.585848978177,1967.0,2.0,8.2,3.42,1006,19,139.0,1,532500.0
H00539,703.0,2.0,1.0,1028.3004490923984,1951.0,2.0,2.9,17.81,1007,31,2865.0,58,95200.0
H00540,4074.0,3.0,4.0,7525.543866876847,2018.0,1.0,8.9,1.85,1010,14,2865.0,64,666300.0
H00541,871.0,5.0,5.0,1274.0334901303456,2020.0,2.0,7.2,12.98,1014,14,2334.0,31,299800.0
H00542,1554.0,3.0,4.0,6163.0822434296715,1966.0,0.0,8.3,4.93,1023,9,1475.0,18,356900.0
H00543,1455.0,1.0,1.0,,1989.0,1.0,7.2,0.5,1047,13,31.0,6,327700.0
H00544,4671.0,2.0,3.0,18451.53415184708,1954.0,2.0,6.6,21.48,1032,14,2656.0,84,589600.0
H00545,861.0,6.0,5.0,,1993.0,1.0,6.0,18.29,1019,12,2409.0,1,182000.0
H00546,2703.0,6.0,5.0,12103.173477114073,1997.0,0.0,7.2,1.88,1011,15,2436.0,58,496500.0
H00547,3496.0,3.0,3.0,15295.05157586623,1999.0,2.0,5.9,2.96,1032,13,621.0,83,567300.0
H00548,3128.0,5.0,5.0,4810.642611392879,1987.0,1.0,8.1,11.54,1013,28,2668.0,35,492100.0
H00549,3935.0,5.0,5.0,5077.23104105431,1999.0,1.0,3.6,11.43,1048,15,2644.0,20,551100.0
H00550,4535.0,6.0,5.0,6412.025114118654,1986.0,1.0,5.5,10.5,1024,30,3129.0,71,609500.0
H00551,2528.0,6.0,5.0,11233.912895316784,2008.0,2.0,10.0,0.6,1027,25,2070.0,63,583600.0
H00552,4658.0,4.0,5.0,9743.945637614175,1955.0,1.0,5.4,1.8,1045,26,2670.0,2,662400.0
H00553,2158.0,3.0,3.0,7085.660515764289,1980.0,2.0,6.1,1.05,1015,24,1465.0,58,395300.0
H00554,5423.0,4.0,3.0,15291.384792612698,1974.0,2.0,4.9,5.71,1024,37,2542.0,1,703800.0
H00555,3072.0,2.0,3.0,,1984.0,0.0,7.1,0.5,1027,12,2533.0,40,511000.0
H00556,4206.0,3.0,2.0,12861.163772745433,1951.0,3.0,5.2,1.05,1014,39,2845.0,31,547200.0
H00557,4887.0,4.0,4.0,,1967.0,0.0,6.2,7.14,1003,10,3126.0,83,637200.0
H00558,4483.0,4.0,4.0,22229.176826156636,2020.0,2.0,8.0,1.26,1014,8,11.0,97,760300.0
H00559,4770.0,4.0,4.0,,1948.0,1.0,5.2,10.31,1006,33,2842.0,70,589500.0
H00560,3228.0,3.0,4.0,14063.346794233094,1993.0,2.0,7.9,0.9,1034,36,2892.0,73,610600.0
H00561,813.0,3.0,3.0,1135.4756640686417,1995.0,1.0,8.0,19.24,1001,6,1990.0,3,168800.0
H00562,3016.0,1.0,2.0,9093.437018321902,1979.0,2.0,8.4,2.08,1016,25,1896.0,7,453900.0
H00563,1489.0,4.0,3.0,6801.859700777834,1942.0,1.0,6.8,2.37,1044,21,2637.0,77,336000.0
H00564,4956.0,4.0,5.0,18475.041571429298,1942.0,2.0,10.0,0.5,1028,11,1661.0,43,806900.0
H00565,1760.0,6.0,5.0,6694.715374320696,1963.0,1.0,8.4,10.99,1033,22,1510.0,51,382200.0
H00566,1717.0,4.0,3.0,3778.4399398106657,1948.0,0.0,7.1,4.99,1033,28,2932.0,69,322300.0
H00567,1821.0,3.0,2.0,5081.653841262992,1947.0,1.0,4.9,35.45,1015,24,2879.0,35,177800.0
H00568,3748.0,1.0,2.0,9718.594138778877,1953.0,2.0,6.3,1.06,1031,22,755.0,68,500500.0
H00569,3399.0,2.0,2.0,10813.864791042684,1956.0,2.0,9.1,15.37,1011,35,3026.0,72,476000.0
H00570,5249.0,3.0,3.0,15518.490740231631,2010.0,3.0,9.6,1.64,1032,11,1191.0,24,814200.0
H00571,2639.0,3.0,2.0,6445.0020522928235,1993.0,2.0,9.2,7.83,1034,26,501.0,68,489400.0
H00572,1983.0,3.0,3.0,,1942.0,3.0,7.9,3.02,1043,14,3206.0,17,367400.0
H00573,841.0,3.0,4.0,1810.875671151439,1992.0,1.0,4.2,5.44,1046,39,868.0,31,205200.0
H00574,634.0,5.0,4.0,,1951.0,2.0,7.4,1.14,1002,12,740.0,78,269200.0
H00575,2430.0,1.0,1.0,,1975.0,2.0,4.3,8.52,1015,35,985.0,98,323000.0
H00576,5136.0,2.0,2.0,23183.88524134335,1943.0,2.0,3.8,4.23,1027,26,1794.0,7,638200.0
H00577,3166.0,1.0,2.0,11043.177979269598,1947.0,3.0,6.9,0.5,1016,10,606.0,65,481000.0
H00578,4978.0,2.0,1.0,8504.357541103607,1951.0,2.0,7.4,2.66,1031,31,582.0,57,673700.0
H00579,1098.0,5.0,5.0,4212.658686053637,1976.0,2.0,8.1,0.5,1042,11,1432.0,60,353300.0
H00580,1057.0,1.0,2.0,4673.137135360658,1978.0,2.0,7.4,1.38,1013,12,795.0,78,273800.0
H00581,4683.0,3.0,2.0,9846.642298438768,1969.0,1.0,7.5,13.86,1044,15,704.0,7,549700.0
H00582,1123.0,1.0,2.0,1990.2729762748402,1992.0,2.0,,3.24,1044,28,3329.0,74,212500.0
H00583,854.0,6.0,5.0,1052.7647228504522,2000.0,2.0,6.3,10.6,1045,17,2173.0,28,294200.0
H00584,2580.0,5.0,5.0,3559.24232214898,2001.0,3.0,3.8,11.61,1004,24,50.0,16,419300.0
H00585,5131.0,2.0,2.0,21019.42433895221,1988.0,2.0,2.9,0.5,1015,23,370.0,45,667700.0
H00586,3977.0,2.0,3.0,19691.352161613304,1985.0,1.0,7.8,22.09,1007,10,2970.0,3,550200.0
H00587,1085.0,1.0,2.0,1487.0415695696886,1981.0,1.0,5.1,3.91,1006,11,985.0,63,261400.0
H00588,4701.0,3.0,4.0,19004.589998811385,1959.0,0.0,8.1,12.54,1003,14,556.0,56,620100.0
H00589,4733.0,5.0,5.0,6972.069797516003,1980.0,2.0,8.5,3.87,1022,11,2429.0,51,675600.0
H00590,4523.0,4.0,4.0,15604.823714749282,1940.0,0.0,5.4,3.41,1005,36,3058.0,4,571800.0
H00591,5023.0,6.0,5.0,,2021.0,2.0,7.6,11.44,1015,17,1454.0,76,748500.0
H00592,1775.0,3.0,2.0,,1971.0,2.0,5.3,21.08,1049,17,2711.0,4,220500.0
H00593,5399.0,2.0,3.0,6703.1389252506,2003.0,2.0,3.2,6.43,1044,27,1538.0,26,638700.0
H00594,2171.0,3.0,4.0,7515.393117164338,2020.0,1.0,6.7,0.5,1046,32,397.0,40,463700.0
H00595,4529.0,2.0,2.0,22494.318299215505,1981.0,2.0,5.7,5.44,1002,28,2912.0,70,665600.0
H00596,3438.0,6.0,5.0,,2012.0,1.0,5.7,2.69,1033,23,3354.0,41,570500.0
H00597,4419.0,2.0,2.0,8484.775424783165,1980.0,2.0,10.0,6.16,1032,39,3593.0,81,702200.0
H00598,3676.0,3.0,3.0,6142.2960106953,1951.0,1.0,3.8,4.18,1007,36,365.0,93,448900.0
H00599,3748.0,4.0,4.0,12405.77264086456,1942.0,1.0,7.2,2.1,1045,10,2062.0,76,527700.0
H00600,3619.0,1.0,2.0,12545.232295422351,1951.0,1.0,4.7,0.5,1020,8,2275.0,4,500900.0
H00601,4417.0,3.0,4.0,18598.349093570334,2019.0,2.0,8.1,0.5,1048,17,288.0,77,672700.0
H00602,4221.0,3.0,4.0,17144.34469421825,1979.0,1.0,7.0,9.66,1006,33,3473.0,21,585400.0
H00603,1259.0,2.0,3.0,5780.897019398656,1966.0,2.0,7.2,3.56,1032,38,375.0,88,318300.0
H00604,4647.0,1.0,2.0,19805.21777094736,1977.0,2.0,4.8,21.29,1007,28,,97,538100.0
H00605,3226.0,1.0,1.0,6902.397718054293,1961.0,2.0,5.1,25.76,1047,28,3535.0,9,329700.0
H00606,2183.0,1.0,1.0,7230.825424406388,2013.0,1.0,8.2,10.44,1030,11,2029.0,10,334900.0
H00607,3119.0,3.0,3.0,,2023.0,0.0,9.7,6.91,1004,24,2479.0,70,524300.0
H00608,5338.0,1.0,1.0,13095.098552974496,1947.0,1.0,7.4,2.48,1011,9,1802.0,15,691300.0
H00609,4802.0,6.0,5.0,22768.14807196128,2000.0,1.0,4.9,4.63,1018,22,2746.0,96,705700.0
H00610,4685.0,2.0,2.0,17761.792797909107,1968.0,2.0,7.1,6.48,1001,10,297.0,54,621500.0
H00611,2867.0,4.0,4.0,14058.172716205498,1943.0,1.0,10.0,17.18,1001,5,,57,449100.0
H00612,4442.0,5.0,4.0,12367.716854797718,2017.0,1.0,6.7,8.1,1046,38,243.0,86,626600.0
H00613,2486.0,3.0,4.0,8060.265267960347,1945.0,1.0,9.1,2.3,1049,36,655.0,22,472300.0
H00614,3962.0,6.0,5.0,12088.214916093677,1957.0,2.0,5.2,3.99,1027,28,1847.0,56,603400.0
H00615,3733.0,1.0,1.0,6001.509825797076,1942.0,1.0,6.4,26.09,1045,26,1636.0,99,357500.0
H00616,1824.0,2.0,2.0,3829.4288644627927,1979.0,2.0,7.6,1.98,1033,11,,3,305900.0
H00617,1905.0,2.0,1.0,6105.559614415847,1990.0,0.0,7.2,11.02,1002,24,2912.0,18,306300.0
H00618,899.0,1.0,1.0,1308.9641011953759,1966.0,3.0,5.1,1.36,1036,30,1101.0,15,189200.0
H00619,1284.0,2.0,3.0,6085.589045483933,1946.0,2.0,5.0,1.56,1001,22,3162.0,34,284200.0
H00620,2724.0,2.0,2.0,4550.7307205322195,1949.0,1.0,8.3,18.21,1041,13,54.0,13,347600.0
H00621,2941.0,5.0,4.0,,2018.0,0.0,8.6,4.86,1018,17,866.0,18,492300.0
H00622,1409.0,2.0,2.0,5788.482897212247,2007.0,1.0,,5.26,1007,34,1083.0,85,346100.0
H00623,2642.0,6.0,5.0,,2018.0,1.0,9.7,3.18,1013,12,2175.0,46,604200.0
H00624,3560.0,5.0,5.0,16450.962131597258,1984.0,1.0,6.7,3.78,1034,38,1463.0,36,606800.0
H00625,1739.0,6.0,5.0,6882.377154728659,1985.0,2.0,5.9,4.68,1042,30,573.0,42,395200.0
H00626,2257.0,1.0,1.0,3296.9336430798394,2006.0,2.0,8.9,2.03,1028,35,2084.0,97,426400.0
H00627,2400.0,6.0,5.0,9189.645198925155,1991.0,1.0,7.8,1.73,1008,21,3497.0,49,451800.0
H00628,3074.0,4.0,3.0,11066.979326811595,1976.0,2.0,4.7,12.33,1045,11,487.0,47,406500.0
H00629,2395.0,6.0,5.0,9766.637187366,1964.0,1.0,4.6,3.15,1039,4,920.0,92,357300.0
H00630,4211.0,3.0,4.0,18305.856395963856,1980.0,3.0,7.4,4.99,1021,22,1746.0,4,706400.0
H00631,2204.0,6.0,5.0,,1945.0,0.0,6.2,25.46,1028,17,2652.0,48,351800.0
H00632,2726.0,4.0,4.0,,1956.0,2.0,6.5,0.5,1048,7,498.0,75,487800.0
H00633,2459.0,1.0,1.0,5963.9617414918475,2001.0,2.0,8.4,2.48,1019,37,843.0,51,434700.0
H00634,1496.0,3.0,2.0,5759.06131277078,2012.0,0.0,7.9,5.81,1002,38,858.0,86,281600.0
H00635,3960.0,1.0,2.0,19152.508405523968,1948.0,1.0,8.9,16.38,1008,16,2248.0,88,531900.0
H00636,1753.0,6.0,5.0,6017.317588815044,1948.0,1.0,3.0,12.47,1030,27,300.0,34,318500.0
H00637,2054.0,2.0,1.0,7650.144567103038,1947.0,2.0,7.0,17.18,1049,18,2406.0,81,298100.0
H00638,4484.0,2.0,1.0,12829.112136650845,2006.0,2.0,7.8,2.59,1037,21,1552.0,25,629400.0
H00639,5249.0,4.0,3.0,21380.53689529731,1966.0,2.0,3.8,6.27,1031,26,1198.0,24,631200.0
H00640,3887.0,3.0,3.0,19400.545985277055,1967.0,2.0,5.3,20.76,1016,18,3146.0,97,535800.0
H00641,5090.0,1.0,1.0,,1941.0,2.0,5.0,14.54,1022,32,2988.0,2,549800.0
H00642,4785.0,5.0,4.0,9422.33519721691,2021.0,2.0,6.5,5.54,1002,10,2930.0,35,650300.0
H00643,2956.0,6.0,5.0,9606.596455525354,1976.0,2.0,9.4,0.72,1019,27,3231.0,63,566900.0
H00644,4374.0,5.0,4.0,13249.836752965475,2006.0,2.0,10.0,6.98,1031,39,,41,684400.0
H00645,2208.0,4.0,5.0,7445.299119925172,1999.0,1.0,5.0,0.5,1045,34,3121.0,84,411300.0
H00646,2856.0,3.0,4.0,3959.79082514199,1951.0,2.0,7.4,13.32,1046,4,642.0,25,433800.0
H00647,3223.0,4.0,5.0,8818.93547126154,2007.0,0.0,7.5,21.51,1041,7,,55,452500.0
H00648,5306.0,4.0,3.0,18121.67410237549,1986.0,1.0,7.2,10.94,1002,26,2027.0,13,727700.0
H00649,4757.0,1.0,2.0,16286.669980999286,1990.0,2.0,7.2,2.53,1040,37,2716.0,21,667200.0
H00650,2997.0,1.0,2.0,11082.5135569953,1956.0,1.0,7.0,5.27,1011,34,2108.0,18,462400.0
H00651,3797.0,2.0,1.0,14948.108996067835,2011.0,1.0,9.5,5.8,1031,36,2042.0,74,580900.0
H00652,1591.0,3.0,4.0,5787.866081958151,2018.0,1.0,8.5,3.44,1047,8,1374.0,21,467900.0
H00653,4541.0,1.0,1.0,19085.477840769014,1974.0,2.0,4.6,16.44,1044,22,2163.0,67,516600.0
H00654,3309.0,1.0,2.0,11826.665172650992,1947.0,2.0,7.9,3.42,1033,29,1734.0,35,479300.0
H00655,3210.0,6.0,5.0,10408.518467628819,2011.0,0.0,8.1,15.48,1015,26,1742.0,56,495900.0
H00656,4354.0,3.0,4.0,15254.44115523461,2014.0,0.0,7.1,6.35,1026,31,2137.0,87,623500.0
H00657,3701.0,4.0,3.0,5864.363271345515,1982.0,2.0,8.5,1.08,1035,10,2190.0,86,551900.0
H00658,955.0,4.0,4.0,2137.285086292912,1988.0,3.0,6.8,17.37,1026,19,1204.0,2,264400.0
H00659,2011.0,5.0,4.0,6443.483643833308,1958.0,1.0,6.9,5.52,1020,19,495.0,78,334900.0
H00660,1465.0,5.0,4.0,6617.919828141304,1945.0,3.0,6.7,0.83,1020,37,1093.0,95,373900.0
H00661,4200.0,2.0,1.0,15877.662838356371,2019.0,2.0,2.9,17.37,1030,10,1492.0,67,451100.0
H00662,772.0,6.0,5.0,1191.6211390051587,1980.0,1.0,6.4,11.96,1002,15,587.0,19,235700.0
H00663,1591.0,3.0,2.0,5489.975895396779,1963.0,2.0,5.3,2.58,1049,3,648.0,66,315300.0
H00664,3527.0,6.0,5.0,7204.265553104982,1998.0,2.0,4.4,4.37,1006,8,3471.0,63,601000.0
H00665,4004.0,3.0,3.0,15973.008760497376,1942.0,2.0,9.1,20.01,1049,39,1022.0,66,534100.0
H00666,3066.0,1.0,2.0,13319.547884408912,1946.0,1.0,7.4,3.34,1002,34,2697.0,43,455300.0
H00667,4817.0,5.0,5.0,16643.379687250428,1960.0,2.0,6.4,6.81,1026,12,466.0,52,675400.0
H00668,5102.0,1.0,1.0,17587.501732822246,1977.0,2.0,5.5,12.76,1021,28,3548.0,65,590200.0
H00669,1247.0,5.0,4.0,3100.849412798763,1970.0,2.0,7.0,3.59,1029,24,775.0,46,312500.0
H00670,5267.0,1.0,1.0,15251.91567353514,1955.0,3.0,8.3,15.79,1022,36,1437.0,77,683500.0
H00671,3610.0,2.0,2.0,16185.838397638909,1969.0,2.0,5.0,9.62,1044,14,2854.0,71,473300.0
H00672,3717.0,4.0,3.0,14677.010346778698,1968.0,2.0,6.5,6.42,1001,39,,31,614700.0
H00673,1065.0,6.0,5.0,3381.4430607890768,1984.0,2.0,,5.52,1049,16,2006.0,61,363400.0
H00674,3647.0,3.0,3.0,9479.585348061673,1987.0,1.0,3.0,14.91,1034,29,2867.0,75,400500.0
H00675,4156.0,1.0,2.0,5782.837130843482,2014.0,0.0,6.4,10.94,1039,17,86.0,49,501400.0
H00676,3445.0,2.0,1.0,6006.109890763707,2007.0,1.0,5.7,5.18,1007,27,92.0,71,441600.0
H00677,1014.0,6.0,5.0,1960.564660333103,1964.0,2.0,,3.34,1004,15,2878.0,13,330300.0
H00678,3163.0,5.0,4.0,8283.446159843315,2015.0,1.0,5.6,3.84,1020,34,959.0,39,468300.0
H00679,5186.0,1.0,1.0,24829.250024202727,1983.0,2.0,6.7,7.87,1016,26,3319.0,70,652300.0
H00680,4144.0,3.0,3.0,12927.551539519685,1955.0,0.0,10.0,0.5,1039,13,3384.0,89,621200.0
H00681,1273.0,2.0,3.0,2663.615805750204,1968.0,1.0,5.9,1.41,1044,38,3213.0,64,285600.0
H00682,5303.0,2.0,1.0,8494.613320041954,2002.0,2.0,7.0,21.95,1021,29,3638.0,66,645300.0
H00683,5298.0,6.0,5.0,13168.502143516711,2009.0,1.0,10.0,12.24,1038,18,3004.0,34,823900.0
H00684,1430.0,4.0,4.0,6148.680273584442,1971.0,2.0,5.5,11.26,1003,8,1399.0,70,305000.0
H00685,4524.0,2.0,2.0,12018.922630078725,1953.0,1.0,9.8,6.21,1037,39,3621.0,36,634800.0
H00686,2592.0,4.0,3.0,10719.273186998362,1956.0,3.0,6.5,2.54,1005,30,,6,484100.0
H00687,3509.0,3.0,2.0,14914.228692671026,1948.0,1.0,9.7,7.21,1033,27,2140.0,25,520200.0
H00688,2781.0,1.0,1.0,4508.331730021965,1998.0,3.0,7.9,0.5,1019,33,20.0,61,423800.0
H00689,4434.0,3.0,3.0,15576.229903959204,1982.0,2.0,7.1,5.55,1021,25,3513.0,96,653500.0
H00690,5483.0,2.0,2.0,26562.750118762437,1977.0,0.0,6.4,0.5,1014,11,2160.0,50,705100.0
H00691,4496.0,2.0,2.0,12265.648582112237,1996.0,0.0,5.4,3.76,1020,11,,86,570400.0
H00692,5163.0,6.0,5.0,7195.092459785895,2009.0,0.0,6.6,33.75,1043,5,1287.0,78,599400.0
H00693,5235.0,5.0,4.0,24649.260417299978,2006.0,2.0,,3.15,1040,5,1143.0,56,819700.0
H00694,1041.0,1.0,2.0,4744.807076644428,1951.0,2.0,6.5,9.4,1017,29,1906.0,80,241500.0
H00695,1841.0,6.0,5.0,5861.997136384734,1989.0,1.0,5.9,4.11,1015,34,3151.0,40,408500.0
H00696,4137.0,4.0,3.0,13646.150403680036,2014.0,1.0,6.0,0.5,1025,9,2003.0,44,622800.0
H00697,3491.0,6.0,5.0,6998.115121207517,2005.0,2.0,8.3,0.5,1034,24,2892.0,73,617500.0
H00698,845.0,5.0,4.0,3645.2563760538305,1967.0,2.0,8.7,1.3,1009,7,782.0,64,334800.0
H00699,1065.0,3.0,2.0,3295.8343553729355,1972.0,2.0,5.3,2.02,1036,18,2831.0,53,235500.0
H00700,3150.0,4.0,4.0,4185.517207856402,2014.0,2.0,5.3,4.01,1047,32,2673.0,43,491300.0
H00701,3619.0,4.0,3.0,13735.758284077909,1942.0,2.0,7.2,2.25,1042,33,3271.0,97,628100.0
H00702,1421.0,5.0,4.0,6837.689757680651,1984.0,3.0,9.2,6.04,1027,38,210.0,7,414500.0
H00703,1439.0,2.0,2.0,6260.760711308631,1949.0,1.0,8.6,12.04,1016,14,1402.0,6,290900.0
H00704,1233.0,2.0,3.0,2778.384166142463,2015.0,0.0,4.2,0.5,1016,38,,48,228900.0
H00705,3368.0,2.0,1.0,4724.075767010867,1943.0,1.0,6.0,1.19,1037,31,1460.0,4,465400.0
H00706,638.0,2.0,3.0,3045.387964557565,1941.0,2.0,4.8,22.96,1023,15,2769.0,34,123800.0
H00707,3404.0,1.0,1.0,16205.893758863913,1967.0,1.0,6.0,10.33,1006,15,2336.0,57,464400.0
H00708,2932.0,1.0,2.0,9450.358526112906,1956.0,3.0,9.4,1.46,1034,6,2748.0,41,518600.0
H00709,2883.0,6.0,5.0,,1981.0,2.0,3.9,0.62,1007,37,2692.0,21,515400.0
H00710,3928.0,1.0,1.0,11618.553546193809,1965.0,2.0,3.6,15.41,1049,10,3621.0,29,463500.0
H00711,3160.0,6.0,5.0,8832.542528121892,1969.0,2.0,5.0,19.04,1021,12,3211.0,60,458100.0
H00712,4165.0,1.0,1.0,6888.51039544354,1987.0,1.0,,5.95,1017,18,2139.0,95,532200.0
H00713,4343.0,5.0,5.0,6808.351782812512,1987.0,2.0,7.6,6.22,1003,8,3196.0,78,678800.0
H00714,5108.0,2.0,2.0,10647.024059843468,2018.0,0.0,7.3,0.71,1009,32,174.0,55,660200.0
H00715,4516.0,4.0,4.0,19776.624520933427,1980.0,2.0,8.6,5.4,1047,28,2632.0,14,691600.0
H00716,3136.0,2.0,2.0,5501.054361406951,1987.0,3.0,3.3,6.45,1027,8,1905.0,25,413200.0
